,citystate,pop,lat,lng
9873,Haydenville MA,1336,42.381799,-72.703178
9874,Hayes Center NE,498,40.517316,-101.025208
9875,Hayes SD,83,44.421898,-100.735938
9876,Hayes VA,11541,37.291577,-76.490457
9877,Hayesville NC,8533,35.04172,-83.78668
9878,Hayfield MN,2666,43.892259,-92.817489
9879,Hayfork CA,2747,40.550431,-123.163416
9880,Haynes AR,222,34.883752,-90.766621
9881,Haynesville LA,4064,32.927807,-93.069137
9882,Hayneville AL,3976,32.195707,-86.654994
9883,Hays MT,974,48.380374,-108.768422
9884,Hays NC,3901,36.310015,-81.116116
9885,Haysi VA,3491,37.220552,-82.285306
9886,Haysville IN,21009,38.404392,-86.940787
9887,Haysville KS,13733,37.56467,-97.355323
9888,Hayt Corners NY,2761,42.676979,-76.821575
9889,Hayti Heights MO,4225,36.239475,-89.751607
9890,Hayti SD,1048,44.664737,-97.230509
9891,Hayward CA,177085,37.674048,-122.089418
9892,Hayward MN,486,43.63864,-93.237727
9893,Haywood VA,273,38.46861,-78.179759
9894,Hazard CA,55758,34.044017,-118.185432
9895,Hazard NE,228,41.093368,-99.071859
9896,Hazel Crest IL,15630,41.573803,-87.684885
9897,Hazel Dell IL,3104,39.239454,-88.144502
9898,Hazel Dell WA,24057,45.68217,-122.664223
9899,Hazel Green AL,12783,34.949627,-86.593484
9900,Hazel Green WI,3371,42.535913,-90.511782
9901,Hazel KY,1480,36.542215,-88.331862
9902,Hazel Park MI,16422,42.460768,-83.098182
9903,Hazel SD,432,44.75717,-97.30829
9904,Hazelhurst WI,1454,45.77446,-89.747836
9905,Hazelton ID,1840,42.595462,-114.134984
9906,Hazelton KS,171,37.098421,-98.400319
9907,Hazelton ND,551,46.487477,-100.273325
9908,Hazelwood MO,19602,38.780875,-90.366925
9909,Hazelwood PA,11268,40.401206,-79.933935
9910,Hazen AR,2451,34.783833,-91.576699
9911,Hazen ND,3461,47.327138,-101.610695
9912,Hazen PA,9562,41.159986,-79.064101
9913,Hazlehurst GA,14468,31.860569,-82.590947
9914,Hazlehurst MS,10626,31.856188,-90.405078
9915,Hazlet NJ,17396,40.422554,-74.179896
9916,Hazleton IA,2017,42.607561,-91.910462
9917,Hazleton IN,1089,38.462283,-87.498348
9918,Head Of Grassy KY,172,38.367225,-83.261786
9919,Head Waters VA,120,38.294611,-79.435272
9920,Headland AL,7822,31.353406,-85.332277
9921,Headrick OK,296,34.72189,-99.23904
9922,Healdsburg CA,16852,38.61553,-122.856529
9923,Healdton OK,3708,34.229017,-97.488904
9924,Healy AK,1069,63.917123,-149.011128
9925,Healy KS,335,38.566355,-100.615941
9926,Hearne TX,6981,30.86686,-96.584256
9927,Heart Butte MT,743,48.277743,-112.845591
9928,Heartwell NE,213,40.571601,-98.78514
9929,Heaters WV,447,38.755807,-80.642884
9930,Heath MA,533,42.685347,-72.839101
9931,Heath OH,17439,40.019659,-82.387527
9932,Heath Springs SC,4746,34.602422,-80.71031
9933,Heath TX,28145,32.90456,-96.454497
9934,Heathcote NY,38982,40.988365,-73.797566
9935,Heathrow FL,40571,28.752352,-81.338075
9936,Heathsville VA,5099,37.907187,-76.41783
9937,Heavener OK,5959,34.835267,-94.61849
9938,Hebbronville TX,5350,27.2997,-98.682888
9939,Heber AZ,1102,34.4163,-110.568647
9940,Heber CA,7334,32.698918,-115.428281
9941,Heber City UT,17249,40.494703,-111.405088
9942,Heber Springs AR,12535,35.510278,-92.039211
9943,Hebert LA,6295,32.114794,-92.103653
9944,Hebo OR,460,45.212016,-123.871433
9945,Hebron CT,5603,41.684161,-72.398553
9946,Hebron IL,2040,42.464173,-88.417583
9947,Hebron IN,10426,41.315537,-87.208791
9948,Hebron KY,13959,39.07553,-84.700745
9949,Hebron MD,4026,38.402597,-75.696267
9950,Hebron ME,1416,44.202136,-70.375369
9951,Hebron ND,992,46.893613,-102.036678
9952,Hebron NE,2075,40.172807,-97.605228
9953,Hebron NH,876,43.718571,-71.82696
9954,Hebron OH,5306,39.953464,-82.491868
9955,Hecker IL,320,38.281039,-89.983115
9956,Hecla SD,472,45.872515,-98.191774
9957,Hector AR,2274,35.40574,-92.965559
9958,Hector MN,2015,44.748489,-94.705824
9959,Hector NY,915,42.49658,-76.878597
9960,Hedley TX,513,34.869787,-100.680632
9961,Hedrick IA,1583,41.182578,-92.309725
9962,Heflin AL,8659,33.611515,-85.588471
9963,Heflin LA,1934,32.447008,-93.285192
9964,Hegins PA,2442,40.666898,-76.473168
9965,Heidelberg MS,4573,31.882031,-88.998052
9966,Heidrick KY,788,36.892696,-83.866509
9967,Heil ND,945,46.411346,-101.835145
9968,Heiskell TN,4729,36.115027,-84.043826
9969,Heislerville NJ,526,39.245013,-74.993942
9970,Heizer KS,19699,38.370937,-98.783103
9971,Helen GA,936,34.686601,-83.739936
9972,Helena AL,15881,33.316978,-86.813786
9973,Helena AR,5532,34.532491,-90.629784
9974,Helena CA,736,40.768187,-123.062671
9975,Helena GA,4313,32.078093,-82.91782
9976,Helena MO,472,39.925122,-94.69212
9977,Helena MT,29283,46.613066,-112.021283
9978,Helena OK,1614,36.54375,-98.277819
9979,Helendale CA,6379,34.749859,-117.33666
9980,Helenville WI,1702,43.01007,-88.726887
9981,Helenwood TN,3688,36.43294,-84.538088
9982,Helix OR,361,45.866541,-118.722219
9983,Hellam PA,22156,39.998249,-76.592646
9984,Hellertown PA,11780,40.581715,-75.325513
9985,Helm CA,123,36.499231,-120.093598
9986,Helmer IN,2693,41.559887,-85.141953
9987,Helmetta NJ,2178,40.377742,-74.420393
9988,Helmville MT,260,46.829968,-112.941296
9989,Helper UT,4134,39.673684,-110.856
9990,Heltonville IN,1663,38.948014,-86.370328
9991,Helvetia WV,221,38.771258,-80.138167
9992,Heman IL,1513,39.939737,-89.068316
9993,Hemet CA,117746,33.741613,-116.972974
9994,Hemingford NE,1503,42.33117,-103.064412
9995,Hemingway SC,9332,33.741887,-79.448895
9996,Hemlock MI,6078,43.409911,-84.226563
9997,Hemlock NY,1719,42.779957,-77.58199
9998,Hemlock OH,2503,39.634902,-82.097737
9999,Hemphill TX,6281,31.316123,-93.79045
10000,Hemple MO,2056,39.745465,-94.51779
10001,Hempstead NY,56435,40.70492,-73.617641
10002,Hempstead TX,11977,30.091973,-96.071648
10003,Henagar AL,5390,34.618604,-85.727381
10004,Henderson AR,636,36.356829,-92.269253
10005,Henderson CO,11054,39.898304,-104.871834
10006,Henderson IA,363,41.125426,-95.458629
10007,Henderson KY,38192,37.827393,-87.563228
10008,Henderson LA,26500,30.274955,-91.905899
10009,Henderson MD,1632,39.067197,-75.794787
10010,Henderson MI,826,43.081708,-84.185777
10011,Henderson MN,2082,44.534398,-93.934487
10012,Henderson NC,17289,36.330068,-78.398086
10013,Henderson NE,1467,40.781374,-97.797865
10014,Henderson NV,75915,36.056435,-115.077968
10015,Henderson NY,1391,43.846742,-76.235212
10016,Henderson TN,12935,35.426929,-88.639774
10017,Henderson TX,16638,32.152375,-94.791962
10018,Henderson WV,642,38.826512,-82.136381
10019,Hendersonville NC,52475,35.319213,-82.499995
10020,Hendersonville TN,59256,36.305425,-86.607157
10021,Hendley NE,53,40.106312,-99.971537
10022,Hendricks MN,1118,44.499514,-96.407753
10023,Hendricks WV,383,39.074814,-79.630302
10024,Hendrix OK,972,33.801582,-96.358134
10025,Hendrum MN,414,47.26889,-96.79875
10026,Henley MO,1208,38.388133,-92.312303
10027,Hennepin IL,1235,41.235154,-89.321791
10028,Hennessey OK,3824,36.086848,-97.892595
10029,Henniker NH,4836,43.179091,-71.815921
10030,Henning MN,2237,46.325606,-95.385162
10031,Henrico NC,1493,36.527409,-77.854625
10032,Henrietta MO,389,39.236732,-93.936873
10033,Henrietta NY,9105,43.048264,-77.612224
10034,Henrietta TX,4831,33.819609,-98.259976
10035,Henry IL,2974,41.111543,-89.374328
10036,Henry SD,604,44.88576,-97.444216
10037,Henry TN,1664,36.201343,-88.453609
10038,Henry VA,1697,36.839322,-79.99036
10039,Henryville IN,4250,38.539829,-85.773403
10040,Henryville PA,3085,41.088912,-75.279753
10041,Hensel ND,126,48.673836,-97.596223
10042,Henshaw KY,8324,37.663935,-87.87686
10043,Hensley AR,5207,34.591133,-92.214019
10044,Hephzibah GA,39640,33.343328,-82.088689
10045,Hepler KS,261,37.657558,-94.989225
10046,Heppner OR,1983,45.348577,-119.536897
10047,Herald CA,2255,38.31282,-121.158898
10048,Herbster WI,267,46.82128,-91.233193
10049,Herculaneum MO,3357,38.260087,-90.387095
10050,Hercules CA,24092,38.006649,-122.263702
10051,Hereford AZ,9413,31.403545,-110.204728
10052,Hereford MD,4903,39.576611,-76.592957
10053,Hereford OR,95,44.641048,-117.98896
10054,Hereford PA,943,40.448659,-75.579983
10055,Hereford SD,9377,44.413077,-103.477158
10056,Hereford TX,19473,34.837037,-102.40503
10057,Herkimer NY,10093,43.030696,-74.98757
10058,Herlong CA,1000,40.148492,-120.171271
10059,Herman MN,807,45.807104,-96.099188
10060,Herman NE,899,41.652381,-96.286942
10061,Hermansville MI,998,45.714902,-87.622659
10062,Hermantown MN,26246,46.81341,-92.168225
10063,Hermanville MS,1635,31.956374,-90.844588
10064,Herminie PA,1861,40.245485,-79.717164
10065,Hermiston OR,25346,45.844992,-119.284876
10066,Hermitage MO,1745,37.896853,-93.297902
10067,Hermitage PA,16959,41.232601,-80.45303
10068,Hermitage TN,35230,36.184814,-86.600162
10069,Hermleigh TX,979,32.629441,-100.754714
10070,Hermon NY,1815,44.444845,-75.198664
10071,Hermosa Beach CA,19506,33.864309,-118.395511
10072,Hermosa SD,2238,43.818845,-103.20596
10073,Hernandez NM,2957,36.073811,-106.139579
10074,Hernando MS,24377,34.809588,-90.009487
10075,Herndon KS,258,39.90356,-100.813935
10076,Herndon KY,929,36.708469,-87.608215
10077,Herndon PA,1947,40.691789,-76.800761
10078,Herndon WV,566,37.526431,-81.346777
10079,Hernshaw WV,739,38.194212,-81.612986
10080,Herod IL,539,37.469731,-88.458062
10081,Herold WV,4898,38.673855,-80.681072
10082,Heron Lake MN,1149,43.79788,-95.326736
10083,Heron MT,736,48.053668,-115.940668
10084,Herreid SD,634,45.845164,-100.048983
10085,Herrick Center PA,33,41.76434,-75.504387
10086,Herrick IL,1232,39.224481,-88.981211
10087,Herrick SD,322,43.101186,-99.217267
10088,Herrin IL,12865,37.801884,-89.02316
10089,Herron MI,823,45.012367,-83.65348
10090,Herscher IL,2039,41.046441,-88.085801
10091,Hersey MI,2557,43.84806,-85.405926
10092,Hershey NE,1460,41.155303,-101.001157
10093,Hershey PA,16972,40.263767,-76.654518
10094,Hertel WI,147,45.807561,-92.140419
10095,Hervey City IL,6269,39.778883,-88.870207
10096,Hesperia CA,78715,34.422215,-117.302527
10097,Hesperia MI,5991,43.596513,-86.060739
10098,Hesperus CO,2193,37.165368,-108.121917
10099,Hessmer LA,3069,31.0534,-92.139933
10100,Hesston KS,4156,38.135951,-97.449458
10101,Hesston PA,764,40.412139,-78.128109
10102,Hestand KY,275,36.653473,-85.569799
10103,Heth AR,697,35.097335,-90.458554
10104,Hettick IL,488,39.375217,-90.067161
10105,Heuvelton NY,2461,44.593034,-75.420345
10106,Hewett WV,692,37.958097,-81.850919
10107,Hewitt MN,871,46.32497,-95.050361
10108,Hewitt NJ,7439,41.170867,-74.368566
10109,Hewitt TX,13554,31.458166,-97.196556
10110,Hewitt WI,828,44.643651,-90.103054
10111,Hewittsville IL,16355,39.554516,-89.313357
10112,Hewlett NY,7823,40.640392,-73.695667
10113,Hext TX,78,30.881632,-99.554008
10114,Heyburn ID,4951,42.559922,-113.770885
10115,Heyworth IL,4408,40.3307,-88.977608
10116,Hi Vista CA,72046,34.684751,-118.063245
10117,Hialeah FL,301827,25.832536,-80.280801
10118,Hiattville KS,12325,37.834159,-94.704221
10119,Hiawassee GA,6496,34.937667,-83.7478
10120,Hiawatha IA,6981,42.042455,-91.67696
10121,Hibbing MN,17228,47.4156,-92.935582
10122,Hickman CA,1260,37.619989,-120.71722
10123,Hickman KY,3256,36.559269,-89.194667
10124,Hickman TN,784,36.119653,-85.902297
10125,Hickory Corners MI,1738,42.423682,-85.399784
10126,Hickory Flat MS,2590,34.624362,-89.186229
10127,Hickory Grove SC,1251,34.970833,-81.430599
10128,Hickory Hill TN,39129,35.054405,-89.86082
10129,Hickory Hills IL,14049,41.726228,-87.828893
10130,Hickory KY,2840,36.847783,-88.678782
10131,Hickory MS,1923,32.320012,-89.009254
10132,Hickory NC,79007,35.75757,-81.328858
10133,Hickory PA,1469,40.292511,-80.302508
10134,Hickory Ridge AR,711,35.399457,-90.982283
10135,Hickory Valley TN,796,35.157959,-89.130905
10136,Hicks LA,22762,31.144292,-93.223957
10137,Hickson ND,3560,46.739267,-96.860941
10138,Hicksville NY,39553,40.762305,-73.52297
10139,Hicksville OH,6072,41.303378,-84.758852
10140,Hico TX,3960,31.959718,-98.024933
10141,Hico WV,1101,38.109373,-80.963763
10142,Hidalgo IL,571,39.122808,-88.139706
10143,Hidalgo TX,12547,26.102832,-98.253641
10144,Hiddenite NC,5522,35.95045,-81.048663
10145,Hide A Way Hills OH,3153,39.698807,-82.42548
10146,Higbee MO,1564,39.305521,-92.516309
10147,Higdon AL,1398,34.873247,-85.622507
10148,Higganum CT,5438,41.468246,-72.575143
10149,Higgins TX,489,36.136504,-100.095191
10150,Higginson AR,424,35.188254,-91.71828
10151,Higginsville MO,6150,39.070504,-93.713265
10152,High Bridge KY,7366,37.862141,-84.662079
10153,High Bridge NJ,3725,40.668438,-74.893667
10154,High Bridge WI,547,46.379613,-90.73826
10155,High Falls NY,1980,41.816749,-74.131122
10156,High Hill MO,562,38.890238,-91.371473
10157,High Point NC,94647,35.959313,-80.011673
10158,High Ridge MO,15896,38.472783,-90.528127
10159,High Springs FL,10936,29.841022,-82.615628
10160,High View WV,967,39.222497,-78.442548
10161,Highgate Center VT,2156,44.940395,-73.015468
10162,Highland Beach FL,16421,26.409142,-80.089072
10163,Highland Center IA,30220,41.015099,-92.413428
10164,Highland Falls NY,4175,41.358177,-73.974618
10165,Highland Home AL,1318,31.928292,-86.297111
10166,Highland IL,15971,38.763086,-89.678894
10167,Highland IN,23727,41.55005,-87.456911
10168,Highland KS,1311,39.860752,-95.258335
10169,Highland Lake NY,389,41.530925,-74.851615
10170,Highland Lakes NJ,6616,41.182622,-74.456442
10171,Highland MD,3314,39.184252,-76.968643
10172,Highland MI,16577,42.669187,-83.58951
10173,Highland Mills NY,8958,41.353592,-74.119678
10174,Highland NY,13344,41.716691,-73.992825
10175,Highland Park IL,29763,42.179446,-87.805894
10176,Highland Park MI,28409,42.421155,-83.100909
10177,Highland Park NJ,13982,40.499141,-74.426602
10178,Highland Springs VA,9819,37.543723,-77.32261
10179,Highland Village TX,60982,33.04503,-97.026815
10180,Highland WI,1641,43.052368,-90.36501
10181,Highland WV,972,39.282364,-81.060382
10182,Highlands NC,3197,35.070546,-83.216044
10183,Highlands Ranch CO,39698,39.55134,-104.963751
10184,Highlands TX,10459,29.829599,-95.039286
10185,Highlandville MO,2031,36.94077,-93.26802
10186,Highmore SD,1238,44.532604,-99.454349
10187,Highspire PA,2414,40.208348,-76.785303
10188,Hightstown NJ,27869,40.266885,-74.524993
10189,Highwood IL,5431,42.203549,-87.814068
10190,Highwood MT,467,47.581587,-110.788656
10191,Hiko NV,176,37.651695,-115.177158
10192,Hilbert WI,3477,44.127129,-88.206961
10193,Hildreth NE,549,40.321743,-99.057128
10194,Hilger MT,241,47.269546,-109.456246
10195,Hilham TN,2034,36.391492,-85.436918
10196,Hill Air Force B UT,3310,41.116962,-111.995565
10197,Hill City GA,6153,34.591996,-84.916251
10198,Hill City KS,1729,39.35657,-99.842921
10199,Hill City MN,1476,46.996817,-93.599397
10200,Hill City SD,2109,43.93768,-103.578158
10201,Hill NH,1085,43.527422,-71.729168
10202,Hillburn NY,1023,41.123981,-74.170195
10203,Hiller PA,517,40.004496,-79.899936
10204,Hilliard FL,9410,30.688367,-81.93453
10205,Hilliard OH,54017,40.032187,-83.138333
10206,Hilliards PA,975,41.100894,-79.821456
10207,Hillisburg IN,23891,40.288404,-86.511387
10208,Hillister TX,856,30.689911,-94.407588
10209,Hillman MI,3685,45.069104,-83.946781
10210,Hillman MN,1691,46.06776,-93.881224
10211,Hillpoint WI,1053,43.395129,-90.158792
10212,Hillrose CO,529,40.307186,-103.541816
10213,Hills MN,899,43.533548,-96.364527
10214,Hillsboro AL,2941,34.64763,-87.180379
10215,Hillsboro IA,445,40.837211,-91.711938
10216,Hillsboro IL,8470,39.149412,-89.488146
10217,Hillsboro IN,1332,40.083452,-87.154509
10218,Hillsboro KS,3942,38.344907,-97.212154
10219,Hillsboro KY,2261,38.29294,-83.66967
10220,Hillsboro MO,15716,38.258582,-90.578196
10221,Hillsboro NH,8092,43.120709,-71.902818
10222,Hillsboro NM,250,32.923913,-107.6276
10223,Hillsboro OH,23900,39.167877,-83.606406
10224,Hillsboro OR,92886,45.498401,-122.956998
10225,Hillsboro TN,3593,35.369933,-85.972422
10226,Hillsboro TX,11039,32.014942,-97.119791
10227,Hillsborough CA,40737,37.575884,-122.362952
10228,Hillsborough NC,24286,36.07558,-79.091416
10229,Hillsdale IL,1210,41.592896,-90.226255
10230,Hillsdale IN,849,39.771235,-87.404102
10231,Hillsdale MI,15248,41.923954,-84.620812
10232,Hillsdale NJ,10207,41.006945,-74.042625
10233,Hillsdale NY,2859,42.186816,-73.548306
10234,Hillsgrove PA,273,41.448159,-76.697914
10235,Hillside IL,13320,41.872452,-87.901591
10236,Hillside Manor NY,40782,40.743926,-73.68042
10237,Hillside NJ,21398,40.696811,-74.228065
10238,Hillsville VA,9267,36.744225,-80.71973
10239,Hilltop Lakes TX,3368,31.087473,-96.147274
10240,Hillview IL,473,39.467373,-90.512837
10241,Hilmar CA,7324,37.408377,-120.856144
10242,Hilo HI,46165,19.702522,-155.093921
10243,Hilton Head Isla SC,39852,32.229426,-80.728088
10244,Hilton NY,17813,43.292344,-77.790511
10245,Hiltonia GA,12600,32.77627,-81.633394
10246,Hiltons VA,1624,36.649778,-82.429929
10247,Himrod NY,938,42.594455,-76.950774
10248,Hinckley IL,2886,41.769108,-88.644831
10249,Hinckley MN,4940,46.018876,-92.899333
10250,Hinckley OH,7646,41.241872,-81.74527
10251,Hinckley UT,863,39.330842,-112.671577
10252,Hindman KY,2553,37.327607,-82.952653
10253,Hindsboro IL,515,39.701799,-88.148611
10254,Hindsville AR,2419,36.142206,-93.863339
10255,Hines IL,224,41.862262,-87.835542
10256,Hines MN,839,47.732429,-94.647666
10257,Hinesburg VT,4542,44.334621,-73.097955
10258,Hinesville GA,40302,31.851296,-81.607214
10259,Hingham MA,22157,42.224485,-70.891051
10260,Hingham MT,208,48.587029,-110.427548
10261,Hinkle KY,998,36.875323,-83.780441
10262,Hinkley CA,1692,34.92788,-117.180867
10263,Hinsdale MT,413,48.400705,-107.009836
10264,Hinsdale NH,4077,42.802714,-72.501474
10265,Hinton IA,2070,42.604046,-96.305033
10266,Hinton OK,4774,35.4675,-98.331348
10267,Hinton VA,813,38.483378,-79.010084
10268,Hinton WV,6208,37.663983,-80.867779
10269,Hiram GA,22457,33.867286,-84.769875
10270,Hiram ME,1613,43.862217,-70.853076
10271,Hiram OH,4192,41.332253,-81.14644
10272,Hitchcock OK,267,35.971209,-98.331535
10273,Hitchcock SD,527,44.583444,-98.450914
10274,Hitchcock TX,9103,29.339835,-94.992591
10275,Hitchins KY,412,38.254585,-82.920268
10276,Hite KY,2631,37.563267,-82.747852
10277,Hitterdal MN,429,47.001354,-96.28884
10278,Hiwasse AR,473,36.441589,-94.338993
10279,Hiwassee College TN,16483,35.500917,-84.351899
10280,Hixson TN,40042,35.159112,-85.218215
10281,Ho Ho Kus NJ,4078,41.000412,-74.102532
10282,Hoagland IN,1841,40.952375,-85.00751
10283,Hobart IN,31244,41.526281,-87.252499
10284,Hobart NY,991,42.359409,-74.675889
10285,Hobart OK,4268,35.025521,-99.094433
10286,Hobbs NM,37149,32.72217,-103.137246
10287,Hobbsville NC,1207,36.354303,-76.617813
10288,Hobe Sound FL,19980,27.081306,-80.150851
10289,Hobgood NC,1157,36.004281,-77.436959
10290,Hoboken GA,2811,31.183777,-82.183847
10291,Hoboken NJ,50005,40.7445,-74.032863
10292,Hobson TX,545,28.944499,-97.970743
10293,Hobucken NC,137,35.251838,-76.569602
10294,Hockessin DE,16483,39.77604,-75.688873
10295,Hockley TX,11872,30.072888,-95.810447
10296,Hode KY,1245,37.858088,-82.432192
10297,Hodgen OK,1455,34.753757,-94.63908
10298,Hodgenville KY,8706,37.574566,-85.723206
10299,Hodges AL,895,34.341664,-87.959023
10300,Hodges SC,4811,34.288167,-82.214225
10301,Hodgkins IL,31168,41.801345,-87.875252
10302,Hoffman Estates IL,24546,42.039025,-88.109442
10303,Hoffman MN,1129,45.823292,-95.795482
10304,Hoffman NC,1983,35.032607,-79.560027
10305,Hoffman OK,10448,35.454476,-95.976187
10306,Hoffmeister NY,86,43.391545,-74.739974
10307,Hogansburg NY,3512,44.982511,-74.662649
10308,Hogansville GA,9103,33.164382,-84.930856
10309,Hogeland MT,163,48.857071,-108.667704
10310,Hokah MN,969,43.750856,-91.345472
10311,Hokendauqua PA,26902,40.647479,-75.495383
10312,Hokes Bluff AL,18088,33.997057,-85.928724
10313,Holabird SD,106,44.517327,-99.594299
10314,Holbrook AZ,5676,34.908451,-110.143412
10315,Holbrook ID,80,42.222148,-112.693404
10316,Holbrook MA,10745,42.14641,-71.008273
10317,Holbrook NE,363,40.301893,-100.013593
10318,Holbrook NY,27655,40.796426,-73.071789
10319,Holbrook PA,869,39.848878,-80.338455
10320,Holcomb KS,2691,37.993105,-100.989323
10321,Holcomb MO,1488,36.38846,-90.020795
10322,Holcomb MS,2141,33.760385,-89.901958
10323,Holcombe WI,2261,45.251263,-91.132955
10324,Holden Beach NC,11680,33.962504,-78.296089
10325,Holden LA,6181,30.555646,-90.665176
10326,Holden MA,13997,42.341983,-71.84142
10327,Holden MO,6574,38.718595,-93.985571
10328,Holdenville OK,8326,35.083935,-96.376968
10329,Holder IL,1808,40.380858,-88.870814
10330,Holdingford MN,2288,45.724924,-94.458091
10331,Holdrege NE,6567,40.447527,-99.367233
10332,Holgate OH,2287,41.254859,-84.144735
10333,Holiday FL,34216,28.191273,-82.727935
10334,Holladay TN,2252,35.895143,-88.091183
10335,Holladay UT,45600,40.666302,-111.832943
10336,Holland IA,581,42.40114,-92.799884
10337,Holland IN,1224,38.23851,-87.008768
